#Re    B    Pr    Pe    BPe    t    uh_rms    vortz_rms    wrms    tdisp    mdisp    eta (local)    eta (global)    lam wrms    lam tdisp    lam mdisp    lam eta (local)    lam eta (global)    turb wrms    turb tdisp    turb mdisp    turb eta (local)    turb eta (global)    vlam    vturb    lam wrms wght    turb wrms wght    lam wrms eff wght    turb wrms eff wght    trms    lam trms    turb trms    lam trms wght    turb trms wght    lam trms eff wght    turb trms eff wght    bflux    lam bflux    turb bflux    lam bflux wght    turb bflux wght    lam bflux eff wght    turb bflux eff wght    
# Index 000: Re = 600.00, Pe =  60.00, B = 300.00
6.0000e+02    3.0000e+02    1.0000e-01    6.0000e+01    1.8000e+04    5.7801e+01    2.0874e+00    2.4035e+00    1.0769e-01    3.8603e-02    2.3512e+02    4.6718e-01    3.3001e-01    1.0520e-01    3.7348e-02    2.2574e+02    4.6765e-01    3.3170e-01    1.8499e-01    9.2048e-02    6.3427e+02    4.4677e-01    3.0332e-01    9.7706e-01    2.2942e-02    1.0039e-01    1.8458e-01    4.8093e-02    8.8425e-02    2.2157e-02    2.1961e-02    2.9328e-02    2.1012e-02    2.6780e-02    1.0066e-02    1.2829e-02    3.2990e-03    3.1284e-03    7.5869e-03    2.9159e-03    7.6144e-03    1.3969e-03    3.6478e-03    
6.0000e+02    3.0000e+02    1.0000e-01    6.0000e+01    1.8000e+04    5.9728e+01    1.8772e+00    2.2031e+00    9.5184e-02    3.3633e-02    2.0778e+02    4.7222e-01    3.2688e-01    9.3388e-02    3.2948e-02    2.0347e+02    4.7277e-01    3.2696e-01    1.7769e-01    7.9144e-02    4.9398e+02    4.3423e-01    3.2462e-01    9.8517e-01    1.4826e-02    9.0746e-02    1.4069e-01    4.8342e-02    7.4950e-02    2.2419e-02    2.2352e-02    2.6528e-02    2.1014e-02    2.4816e-02    1.1194e-02    1.3220e-02    2.5038e-03    2.4262e-03    5.6280e-03    2.1708e-03    4.2920e-03    1.1564e-03    2.2864e-03    
6.0000e+02    3.0000e+02    1.0000e-01    6.0000e+01    1.8000e+04    6.1965e+01    1.7582e+00    2.0133e+00    7.2708e-02    2.3120e-02    1.6238e+02    4.4468e-01    2.9931e-01    7.2194e-02    2.2784e-02    1.6026e+02    4.4481e-01    2.9899e-01    1.1144e-01    5.5298e-02    3.6533e+02    4.3119e-01    3.1229e-01    9.8967e-01    1.0329e-02    6.9760e-02    8.5941e-02    3.9678e-02    4.8881e-02    1.6946e-02    1.6889e-02    2.1703e-02    1.5360e-02    1.9446e-02    8.7367e-03    1.1061e-02    1.4883e-03    1.4607e-03    3.1620e-03    1.3469e-03    2.1432e-03    7.6608e-04    1.2190e-03    
6.0000e+02    3.0000e+02    1.0000e-01    6.0000e+01    1.8000e+04    6.4458e+01    1.7909e+00    1.9427e+00    6.4384e-02    2.1695e-02    1.4300e+02    4.5636e-01    3.1278e-01    6.4399e-02    2.1592e-02    1.4255e+02    4.5657e-01    3.1244e-01    6.2019e-02    3.7518e-02    2.1235e+02    4.2357e-01    3.4642e-01    9.9350e-01    6.4965e-03    6.0743e-02    6.7432e-02    3.3917e-02    3.7653e-02    1.7507e-02    1.7497e-02    1.8986e-02    1.6146e-02    1.8948e-02    9.0154e-03    1.0580e-02    1.3400e-03    1.3398e-03    1.3793e-03    1.1456e-03    1.5486e-03    6.3969e-04    8.6468e-04    
6.0000e+02    3.0000e+02    1.0000e-01    6.0000e+01    1.8000e+04    6.6848e+01    1.7868e+00    2.0344e+00    7.0513e-02    2.5340e-02    1.5615e+02    4.6654e-01    3.2743e-01    7.0258e-02    2.5119e-02    1.5432e+02    4.6688e-01    3.2811e-01    8.7943e-02    4.2276e-02    2.9701e+02    4.3974e-01    2.9924e-01    9.8717e-01    1.2833e-02    6.7630e-02    7.8667e-02    3.7850e-02    4.4027e-02    1.9589e-02    1.9500e-02    2.5497e-02    1.8138e-02    2.2538e-02    1.0151e-02    1.2613e-02    1.6970e-03    1.6770e-03    2.8430e-03    1.3973e-03    2.2703e-03    7.8200e-04    1.2706e-03    
6.0000e+02    3.0000e+02    1.0000e-01    6.0000e+01    1.8000e+04    6.9104e+01    1.7599e+00    2.0964e+00    7.9479e-02    2.9151e-02    1.7086e+02    4.7280e-01    3.3856e-01    7.8626e-02    2.8527e-02    1.6873e+02    4.7221e-01    3.3652e-01    1.2567e-01    7.3024e-02    3.2054e+02    5.1241e-01    4.0598e-01    9.8597e-01    1.4030e-02    7.3507e-02    1.0227e-01    4.1769e-02    5.8111e-02    1.9659e-02    1.9546e-02    2.6419e-02    1.8581e-02    2.2748e-02    1.0558e-02    1.2926e-02    2.0062e-03    1.9576e-03    4.1906e-03    1.6717e-03    3.2975e-03    9.4988e-04    1.8737e-03    
6.0000e+02    3.0000e+02    1.0000e-01    6.0000e+01    1.8000e+04    7.1679e+01    1.7885e+00    2.0767e+00    6.7860e-02    2.1417e-02    1.4194e+02    4.5232e-01    3.1162e-01    6.7548e-02    2.1021e-02    1.4157e+02    4.5138e-01    3.0817e-01    9.2906e-02    5.9223e-02    1.7675e+02    5.3457e-01    5.0130e-01    9.8963e-01    1.0369e-02    6.6493e-02    7.5448e-02    3.7178e-02    4.2185e-02    1.7130e-02    1.6997e-02    2.7002e-02    1.6362e-02    1.9957e-02    9.1481e-03    1.1158e-02    1.5157e-03    1.4924e-03    2.9938e-03    1.3438e-03    2.0358e-03    7.5133e-04    1.1382e-03    
6.0000e+02    3.0000e+02    1.0000e-01    6.0000e+01    1.8000e+04    7.4185e+01    1.8252e+00    2.2734e+00    7.6626e-02    3.0184e-02    1.7453e+02    4.8130e-01    3.4160e-01    7.6360e-02    2.9816e-02    1.7247e+02    4.8207e-01    3.4151e-01    9.0177e-02    5.0555e-02    2.8871e+02    4.3680e-01    3.4440e-01    9.8226e-01    1.7742e-02    7.3794e-02    8.2093e-02    4.0430e-02    4.4977e-02    1.9853e-02    1.9835e-02    2.0844e-02    1.8778e-02    2.1088e-02    1.0288e-02    1.1554e-02    1.8567e-03    1.8449e-03    2.4220e-03    1.6386e-03    2.1628e-03    8.9776e-04    1.1850e-03    
6.0000e+02    3.0000e+02    1.0000e-01    6.0000e+01    1.8000e+04    7.6602e+01    1.6542e+00    1.8669e+00    6.7374e-02    2.3073e-02    1.4040e+02    4.6766e-01    3.3022e-01    6.7279e-02    2.2931e-02    1.3982e+02    4.6788e-01    3.2976e-01    7.8839e-02    4.1860e-02    2.1645e+02    4.3894e-01    3.6716e-01    9.9246e-01    7.5379e-03    6.6411e-02    7.0225e-02    4.0147e-02    4.2452e-02    1.7088e-02    1.7082e-02    1.7855e-02    1.7435e-02    1.7812e-02    1.0540e-02    1.0768e-02    1.3877e-03    1.3833e-03    1.8819e-03    1.3827e-03    1.5575e-03    8.3589e-04    9.4152e-04    
6.0000e+02    3.0000e+02    1.0000e-01    6.0000e+01    1.8000e+04    7.9176e+01    1.7892e+00    2.2315e+00    7.7331e-02    2.8793e-02    1.6332e+02    4.7735e-01    3.4594e-01    7.6773e-02    2.8373e-02    1.6026e+02    4.7777e-01    3.4689e-01    1.0144e-01    4.9816e-02    3.1650e+02    4.5595e-01    3.2074e-01    9.8044e-01    1.9557e-02    7.3315e-02    8.7087e-02    4.0977e-02    4.8675e-02    2.0109e-02    1.9883e-02    2.9305e-02    1.8891e-02    2.3956e-02    1.0559e-02    1.3389e-02    1.9935e-03    1.9367e-03    3.8949e-03    1.7241e-03    2.7644e-03    9.6365e-04    1.5451e-03    



# Index 001: Re = 600.00, Pe =  60.00, B = 180.00
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    4.6193e+00    1.5382e+00    2.4017e+00    3.8214e-07    3.7365e-14    5.7681e+00    1.6355e-10    1.1660e-11    3.8274e-07    3.7811e-14    5.1120e+00    1.6837e-10    1.3314e-11    3.7203e-07    2.9911e-14    1.6736e+01    4.9809e-12    3.2171e-12    9.4355e-01    5.6447e-02    3.6806e-07    3.9109e-07    2.3928e-07    2.5425e-07    3.3533e-08    3.3467e-08    3.4610e-08    3.3111e-08    3.5116e-08    2.1526e-08    2.2829e-08    1.4557e-14    1.4623e-14    1.3398e-14    1.4041e-14    1.5575e-14    9.1283e-15    1.0126e-14    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    7.7999e+00    2.1013e+00    3.1006e+00    2.5025e-07    7.3930e-14    9.6136e+00    3.4441e-10    1.3842e-11    2.4758e-07    7.4921e-14    8.1095e+00    3.6034e-10    1.6630e-11    2.7684e-07    6.3463e-14    2.5494e+01    9.1637e-12    4.4808e-12    9.1347e-01    8.6526e-02    2.3886e-07    2.6404e-07    1.1367e-07    1.2566e-07    3.6915e-08    3.6837e-08    3.7723e-08    3.1211e-08    3.7129e-08    1.4853e-08    1.7669e-08    1.2057e-14    1.2166e-14    1.0838e-14    9.2186e-15    1.1440e-14    4.3870e-15    5.4440e-15    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    1.0394e+01    2.5449e+00    3.5682e+00    1.1644e-06    2.9403e-12    1.2732e+01    7.4841e-09    4.1569e-10    1.1614e-06    2.9494e-12    9.3437e+00    7.9426e-09    5.6817e-10    1.1887e-06    2.8685e-12    3.9518e+01    3.0059e-10    1.3066e-10    8.8772e-01    1.1228e-01    1.0681e-06    1.1802e-06    4.1968e-07    4.6376e-07    2.2963e-07    2.2962e-07    2.2968e-07    1.8101e-07    2.3425e-07    7.1124e-08    9.2044e-08    4.9696e-13    5.0968e-13    3.8168e-13    3.1743e-13    4.5637e-13    1.2473e-13    1.7933e-13    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    1.2528e+01    3.0663e+00    3.9418e+00    4.8724e-06    7.0027e-11    1.5538e+01    2.8147e-07    8.1123e-09    4.7658e-06    6.6875e-11    1.0543e+01    2.9950e-07    1.1418e-08    5.6124e-06    9.3819e-11    5.3251e+01    1.0991e-08    3.1713e-09    8.8304e-01    1.1696e-01    4.7605e-06    5.3808e-06    1.5525e-06    1.7548e-06    1.0075e-06    9.9139e-07    1.1214e-06    8.5426e-07    1.1164e-06    2.7859e-07    3.6408e-07    1.3923e-11    1.3818e-11    1.4696e-11    1.0544e-11    1.5279e-11    3.4386e-12    4.9829e-12    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    1.4550e+01    3.3554e+00    3.7716e+00    2.4165e-05    1.8095e-09    1.4225e+01    7.2725e-06    2.2897e-07    2.3310e-05    1.6839e-09    1.1094e+01    7.5605e-06    2.7322e-07    3.2834e-05    3.3413e-09    5.2390e+01    9.1381e-07    1.1480e-07    9.2416e-01    7.5836e-02    2.4174e-05    2.9341e-05    7.2043e-06    8.7443e-06    4.3341e-06    4.1516e-06    6.1365e-06    3.7507e-06    5.2208e-06    1.1178e-06    1.5559e-06    5.4437e-10    5.1318e-10    8.3563e-10    8.0475e-10    7.1198e-10    2.3983e-10    2.1219e-10    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    1.6531e+01    3.4899e+00    3.5837e+00    6.1642e-05    1.0254e-08    1.2843e+01    3.4092e-05    1.4371e-06    6.0371e-05    9.8280e-09    9.6546e+00    3.5170e-05    1.8323e-06    7.8753e-05    1.6848e-08    6.2230e+01    2.2820e-06    4.8732e-07    9.3936e-01    6.0636e-02    5.2968e-05    6.8338e-05    1.5177e-05    1.9581e-05    1.2614e-05    1.2390e-05    1.5678e-05    1.2266e-05    1.4050e-05    3.5148e-06    4.0259e-06    2.8118e-09    2.7114e-09    4.0620e-09    1.9081e-09    3.2677e-09    5.4675e-10    9.3633e-10    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    1.8515e+01    3.6930e+00    3.4992e+00    1.3004e-04    3.6279e-08    1.2244e+01    1.4018e-04    5.3333e-06    1.2779e-04    3.5813e-08    9.3256e+00    1.4432e-04    6.9125e-06    1.6298e-04    4.4040e-08    6.0868e+01    3.7749e-06    1.3024e-06    9.4338e-01    5.6623e-02    1.1667e-04    1.5746e-04    3.1591e-05    4.2636e-05    2.4681e-05    2.4573e-05    2.6405e-05    2.2085e-05    2.7618e-05    5.9802e-06    7.4784e-06    5.6028e-09    5.3458e-09    8.8474e-09    3.6083e-09    8.1119e-09    9.7706e-10    2.1966e-09    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    2.0260e+01    3.9553e+00    3.5772e+00    3.8720e-04    2.9128e-07    1.2797e+01    4.0032e-04    4.0970e-05    3.9042e-04    2.9893e-07    9.7544e+00    4.1243e-04    5.5159e-05    3.3044e-04    1.6692e-07    6.2257e+01    1.4383e-05    4.8260e-06    9.4206e-01    5.7942e-02    3.4729e-04    3.5340e-04    8.7804e-05    8.9350e-05    7.1825e-05    7.2913e-05    5.0967e-05    7.5415e-05    5.8339e-05    1.9067e-05    1.4750e-05    7.7816e-08    7.9588e-08    3.8992e-08    5.6771e-08    5.4076e-08    1.4353e-08    1.3672e-08    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    2.2003e+01    4.1163e+00    3.5126e+00    1.1404e-03    2.6649e-06    1.2340e+01    8.1657e-03    3.8856e-04    1.1566e-03    2.7603e-06    1.0145e+01    8.3502e-03    4.8950e-04    6.9503e-04    5.7953e-07    6.0368e+01    5.1973e-05    1.7280e-05    9.5629e-01    4.3710e-02    1.1642e-03    9.1720e-04    2.8283e-04    2.2282e-04    2.1119e-04    2.1497e-04    9.6703e-05    2.4330e-04    1.5185e-04    5.9105e-05    3.6890e-05    6.2732e-07    6.4106e-07    1.1148e-07    5.5414e-07    4.1315e-07    1.3462e-07    1.0037e-07    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    2.3805e+01    4.3076e+00    3.5969e+00    2.4516e-03    1.2309e-05    1.2948e+01    2.0509e-02    1.7083e-03    2.4780e-03    1.2736e-05    1.0606e+01    2.0965e-02    2.1570e-03    1.7658e-03    2.8083e-06    6.5036e+01    2.1188e-04    7.7720e-05    9.5696e-01    4.3035e-02    2.6197e-03    2.1785e-03    6.0816e-04    5.0573e-04    4.6658e-04    4.7461e-04    2.2272e-04    5.7179e-04    3.6769e-04    1.3274e-04    8.5359e-05    1.5010e-06    1.5313e-06    4.5183e-07    1.7856e-06    1.2097e-06    4.1452e-07    2.8083e-07    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    2.5480e+01    4.3536e+00    3.5150e+00    5.6516e-03    6.2863e-05    1.2414e+01    4.6533e-02    9.0329e-03    5.7303e-03    6.4988e-05    9.9273e+00    4.7608e-02    1.1646e-02    3.5742e-03    1.7387e-05    6.5614e+01    1.0167e-03    4.7675e-04    9.5535e-01    4.4648e-02    5.6403e-03    4.6639e-03    1.2956e-03    1.0713e-03    1.0532e-03    1.0709e-03    5.5507e-04    1.1229e-03    7.9518e-04    2.5792e-04    1.8265e-04    9.1501e-06    9.3452e-06    2.5508e-06    9.7653e-06    5.9180e-06    2.2430e-06    1.3593e-06    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    2.7244e+01    4.3425e+00    3.3130e+00    1.4539e-02    4.5647e-04    1.1322e+01    1.6746e-01    6.7662e-02    1.4736e-02    4.7026e-04    9.6681e+00    1.7033e-01    8.0504e-02    6.6461e-03    5.8248e-05    5.9067e+01    7.7108e-03    1.7719e-03    9.6653e-01    3.3475e-02    1.5557e-02    1.2185e-02    3.5824e-03    2.8060e-03    3.0891e-03    3.1352e-03    1.1265e-03    3.1473e-03    2.4621e-03    7.2478e-04    5.6697e-04    7.2249e-05    7.3428e-05    1.6118e-05    7.3200e-05    5.7662e-05    1.6857e-05    1.3279e-05    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    2.9009e+01    4.4012e+00    3.3871e+00    4.1862e-02    3.7932e-03    1.3776e+01    3.7937e-01    3.3138e-01    4.2400e-02    3.9076e-03    1.1973e+01    3.8650e-01    3.7006e-01    2.4102e-02    8.3882e-04    6.0363e+01    5.3618e-02    2.4403e-02    9.6273e-01    3.7271e-02    4.3227e-02    3.5676e-02    9.8216e-03    8.1060e-03    8.8389e-03    8.9774e-03    3.7929e-03    9.1049e-03    6.7890e-03    2.0687e-03    1.5425e-03    5.2869e-04    5.3826e-04    1.2574e-04    5.1320e-04    3.7814e-04    1.1660e-04    8.5918e-05    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    3.0531e+01    4.5065e+00    3.5411e+00    1.0278e-01    2.7581e-02    3.5643e+01    5.5516e-01    5.8209e-01    1.0371e-01    2.7997e-02    3.3480e+01    5.6500e-01    6.0083e-01    7.9625e-02    1.8374e-02    8.3532e+01    2.5349e-01    2.8363e-01    9.5678e-01    4.3216e-02    1.0137e-01    9.3542e-02    2.2494e-02    2.0757e-02    2.3088e-02    2.3390e-02    1.4926e-02    2.2835e-02    1.9323e-02    5.0671e-03    4.2877e-03    3.6787e-03    3.7352e-03    2.0618e-03    3.3004e-03    3.1607e-03    7.3238e-04    7.0136e-04    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    3.1949e+01    4.4241e+00    3.3920e+00    1.9979e-01    9.8996e-02    1.0357e+02    6.2462e-01    6.3243e-01    2.0148e-01    1.0069e-01    1.0175e+02    6.3310e-01    6.4045e-01    1.5886e-01    6.2539e-02    1.4286e+02    4.0027e-01    4.4072e-01    9.5569e-01    4.4308e-02    1.8637e-01    1.8576e-01    4.2125e-02    4.1988e-02    4.2790e-02    4.3238e-02    3.1627e-02    4.5286e-02    3.6660e-02    1.0236e-02    8.2865e-03    1.0337e-02    1.0423e-02    8.2498e-03    1.0098e-02    9.6226e-03    2.2825e-03    2.1750e-03    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    3.3184e+01    4.3483e+00    4.1319e+00    4.2182e-01    2.4544e-01    2.2085e+02    6.3440e-01    6.6671e-01    3.9953e-01    2.4056e-01    1.9861e+02    6.4309e-01    6.8555e-01    6.7199e-01    3.1835e-01    5.5331e+02    4.8641e-01    5.0876e-01    9.3728e-01    6.2719e-02    3.5451e-01    7.5735e-01    8.1527e-02    1.7417e-01    5.9856e-02    5.9757e-02    6.1305e-02    5.8664e-02    6.4390e-02    1.3491e-02    1.4808e-02    3.6800e-02    3.4966e-02    5.7631e-02    3.0660e-02    6.3443e-02    7.0510e-03    1.4590e-02    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    3.4268e+01    4.1017e+00    4.5561e+00    3.8170e-01    2.4382e-01    2.9040e+02    6.2040e-01    6.0180e-01    3.6027e-01    2.3265e-01    2.5341e+02    6.2880e-01    6.2300e-01    5.6694e-01    3.6734e-01    6.9908e+02    5.1851e-01    4.8608e-01    9.1701e-01    8.2986e-02    3.2695e-01    6.3273e-01    7.9711e-02    1.5426e-01    5.9953e-02    5.9326e-02    6.6480e-02    5.5266e-02    6.6065e-02    1.3474e-02    1.6107e-02    2.6793e-02    2.4775e-02    4.3216e-02    2.0769e-02    4.7400e-02    5.0636e-03    1.1556e-02    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    3.5314e+01    3.7754e+00    6.3391e+00    4.8871e-01    3.5987e-01    4.2389e+02    6.2383e-01    6.0446e-01    4.4294e-01    3.3238e-01    3.1929e+02    6.3583e-01    6.5203e-01    7.3989e-01    5.5884e-01    1.1809e+03    5.2885e-01    4.5999e-01    8.7861e-01    1.2139e-01    3.7666e-01    8.4782e-01    9.9767e-02    2.2457e-01    7.2813e-02    7.0956e-02    8.5053e-02    6.6752e-02    8.6239e-02    1.7681e-02    2.2843e-02    4.3360e-02    3.7869e-02    7.1470e-02    2.9070e-02    8.2658e-02    7.6998e-03    2.1894e-02    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    3.6343e+01    3.2917e+00    7.8564e+00    4.7965e-01    3.9228e-01    4.6418e+02    6.3946e-01    6.0336e-01    4.3003e-01    3.6337e-01    3.0922e+02    6.6355e-01    6.7899e-01    6.4958e-01    5.1519e-01    1.1230e+03    5.2481e-01    4.5228e-01    8.0958e-01    1.9042e-01    3.5901e-01    7.9034e-01    1.0907e-01    2.4010e-01    7.5056e-02    7.3351e-02    8.1908e-02    6.9443e-02    8.6674e-02    2.1097e-02    2.6331e-02    4.1101e-02    3.5288e-02    5.9811e-02    2.7950e-02    7.6817e-02    8.4911e-03    2.3337e-02    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    3.7505e+01    3.0845e+00    5.0647e+00    3.2735e-01    2.0062e-01    3.2490e+02    5.8710e-01    5.2639e-01    3.0169e-01    1.7601e-01    2.5301e+02    5.9683e-01    5.5598e-01    4.9338e-01    4.0839e-01    9.3196e+02    4.9739e-01    4.4096e-01    8.9412e-01    1.0588e-01    2.7513e-01    5.7825e-01    8.9199e-02    1.8747e-01    5.7125e-02    5.5389e-02    7.0090e-02    5.2917e-02    7.0194e-02    1.7156e-02    2.2757e-02    2.2220e-02    1.9376e-02    3.8637e-02    1.7080e-02    4.5509e-02    5.5373e-03    1.4754e-02    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    3.8795e+01    2.7422e+00    4.6213e+00    3.1285e-01    1.8909e-01    3.2645e+02    5.6681e-01    5.1044e-01    2.8715e-01    1.7244e-01    2.6705e+02    5.7324e-01    5.3754e-01    4.9345e-01    3.4630e-01    8.8731e+02    5.0205e-01    4.1263e-01    9.0424e-01    9.5765e-02    2.5905e-01    5.7257e-01    9.4468e-02    2.0880e-01    5.8419e-02    5.6423e-02    7.4680e-02    5.3503e-02    7.3489e-02    1.9511e-02    2.6799e-02    2.2270e-02    1.9319e-02    4.0679e-02    1.6385e-02    4.6004e-02    5.9752e-03    1.6776e-02    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    4.0188e+01    2.4384e+00    4.2417e+00    2.6019e-01    1.1711e-01    3.5343e+02    4.5492e-01    3.7360e-01    2.2967e-01    9.8185e-02    2.9672e+02    4.5552e-01    3.7328e-01    4.9690e-01    3.4397e-01    1.0333e+03    4.4763e-01    3.7469e-01    9.2300e-01    7.6998e-02    2.0664e-01    6.2541e-01    8.4743e-02    2.5649e-01    4.3387e-02    4.1217e-02    6.3897e-02    3.9521e-02    6.4620e-02    1.6208e-02    2.6501e-02    1.7245e-02    1.3947e-02    3.9122e-02    1.2164e-02    5.0373e-02    4.9886e-03    2.0658e-02    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    4.1676e+01    2.1394e+00    2.9506e+00    2.0174e-01    7.2698e-02    3.0027e+02    4.3339e-01    3.0352e-01    1.8760e-01    6.5311e-02    2.7119e+02    4.3477e-01    3.0240e-01    3.9299e-01    2.2541e-01    9.0144e+02    4.0373e-01    3.1039e-01    9.5386e-01    4.6140e-02    1.6938e-01    4.5839e-01    7.9169e-02    2.1426e-01    3.2754e-02    3.1942e-02    4.6467e-02    3.1138e-02    4.4574e-02    1.4554e-02    2.0834e-02    8.6976e-03    7.5204e-03    2.1687e-02    6.2315e-03    2.5762e-02    2.9127e-03    1.2041e-02    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    4.3504e+01    2.0296e+00    2.4300e+00    1.6186e-01    5.3247e-02    2.3278e+02    4.3319e-01    2.9166e-01    1.5311e-01    4.9983e-02    2.1975e+02    4.3454e-01    2.9049e-01    3.3391e-01    1.5419e-01    6.3560e+02    3.8901e-01    3.0394e-01    9.6868e-01    3.1324e-02    1.4457e-01    2.8546e-01    7.1230e-02    1.4065e-01    2.8340e-02    2.8055e-02    3.6062e-02    2.7103e-02    3.3165e-02    1.3354e-02    1.6341e-02    6.8881e-03    6.0446e-03    1.9616e-02    5.1617e-03    1.6492e-02    2.5432e-03    8.1254e-03    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    4.5330e+01    1.9300e+00    2.5378e+00    1.6559e-01    6.1534e-02    2.3774e+02    4.5348e-01    3.1782e-01    1.5971e-01    5.9039e-02    2.2221e+02    4.5602e-01    3.2352e-01    2.6785e-01    1.1941e-01    5.9797e+02    3.8977e-01    2.6441e-01    9.5867e-01    4.1333e-02    1.5200e-01    2.8027e-01    7.8755e-02    1.4521e-01    2.8962e-02    2.8737e-02    3.3755e-02    2.8120e-02    3.2429e-02    1.4570e-02    1.6802e-02    5.8314e-03    5.4668e-03    1.1382e-02    5.0460e-03    1.1768e-02    2.6145e-03    6.0974e-03    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    4.7460e+01    1.7657e+00    1.9649e+00    1.2081e-01    3.5969e-02    1.7690e+02    4.1878e-01    2.6793e-01    1.1438e-01    3.4333e-02    1.7113e+02    4.1917e-01    2.6532e-01    3.2767e-01    1.3638e-01    5.3135e+02    3.9409e-01    3.1601e-01    9.8397e-01    1.6031e-02    1.0836e-01    2.7496e-01    6.1371e-02    1.5572e-01    2.3716e-02    2.3588e-02    3.0577e-02    2.3641e-02    2.8234e-02    1.3389e-02    1.5990e-02    4.3336e-03    3.8068e-03    1.6794e-02    3.0065e-03    1.3268e-02    1.7027e-03    7.5141e-03    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    4.9490e+01    1.8499e+00    2.3370e+00    1.3817e-01    5.0392e-02    2.0321e+02    4.5077e-01    3.0861e-01    1.3428e-01    4.8310e-02    1.9151e+02    4.5266e-01    3.1227e-01    2.1745e-01    1.0584e-01    5.1492e+02    3.9708e-01    2.7006e-01    9.6380e-01    3.6195e-02    1.2581e-01    1.9121e-01    6.8010e-02    1.0336e-01    2.6855e-02    2.6593e-02    3.3080e-02    2.5790e-02    3.0241e-02    1.3941e-02    1.6347e-02    4.8921e-03    4.6250e-03    9.5720e-03    4.1246e-03    7.7782e-03    2.2296e-03    4.2046e-03    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    5.1581e+01    1.7539e+00    2.1308e+00    1.2096e-01    4.6848e-02    1.7971e+02    4.5602e-01    3.1937e-01    1.1922e-01    4.5715e-02    1.7382e+02    4.5704e-01    3.2129e-01    1.7168e-01    8.7104e-02    3.8875e+02    4.1838e-01    2.8740e-01    9.7260e-01    2.7397e-02    1.1512e-01    1.6197e-01    6.5639e-02    9.2350e-02    2.6629e-02    2.6567e-02    2.8747e-02    2.5962e-02    2.8194e-02    1.4803e-02    1.6075e-02    3.8598e-03    3.7714e-03    6.2339e-03    3.4337e-03    5.8432e-03    1.9578e-03    3.3316e-03    
6.0000e+02    1.8000e+02    1.0000e-01    6.0000e+01    1.0800e+04    5.3930e+01    1.7292e+00    2.1039e+00    1.1960e-01    3.8403e-02    1.5194e+02    4.4157e-01    3.1269e-01    1.1755e-01    3.7291e-02    1.4751e+02    4.4192e-01    3.1274e-01    1.8904e-01    8.7393e-02    3.4712e+02    4.2554e-01    3.1185e-01    9.7782e-01    2.2181e-02    1.1527e-01    1.7745e-01    6.6657e-02    1.0262e-01    2.3495e-02    2.3369e-02    2.8509e-02    2.2609e-02    2.6524e-02    1.3075e-02    1.5339e-02    3.4067e-03    3.2786e-03    7.0252e-03    3.1829e-03    6.6673e-03    1.8406e-03    3.8557e-03    
